timestamp,power,tag                             #predictions_interval=0.2
2025-06-02 17:41:50.744807, 1.856,
2025-06-02 17:41:50.777231, 1.856,
2025-06-02 17:41:50.809764, 1.928,
2025-06-02 17:41:50.842483, 1.856,
2025-06-02 17:41:50.875530, 1.856,
2025-06-02 17:41:50.909759, 1.920,
2025-06-02 17:41:50.942998, 1.848,
2025-06-02 17:41:50.976069, 1.856,
2025-06-02 17:41:51.008814, 1.856,
2025-06-02 17:41:51.041887, 1.848,
2025-06-02 17:41:51.075349, 1.856,
2025-06-02 17:41:51.108182, 1.848,
2025-06-02 17:41:51.141935, 1.876,
2025-06-02 17:41:51.175067, 1.836,
2025-06-02 17:41:51.212602, 1.948,
2025-06-02 17:41:51.246270, 1.836,
2025-06-02 17:41:51.279288, 1.836,
2025-06-02 17:41:51.312444, 1.880,
2025-06-02 17:41:51.345902, 1.856,
2025-06-02 17:41:51.378970, 1.860,
2025-06-02 17:41:51.412104, 1.856,
2025-06-02 17:41:51.446746, 1.876,
2025-06-02 17:41:51.480061, 1.840,
2025-06-02 17:41:51.513213, 1.840,
2025-06-02 17:41:51.546822, 1.848,
2025-06-02 17:41:51.580005, 1.856,
2025-06-02 17:41:51.613621, 1.868,
2025-06-02 17:41:51.647800, 1.888,
2025-06-02 17:41:51.682297, 1.820,
2025-06-02 17:41:51.725277, 1.928,
2025-06-02 17:41:51.762944, 1.860,
2025-06-02 17:41:51.796230, 1.836,
2025-06-02 17:41:51.830136, 1.840,
2025-06-02 17:41:51.863548, 1.828,
2025-06-02 17:41:51.896988, 1.836,
2025-06-02 17:41:51.930328, 1.908,
2025-06-02 17:41:51.963990, 1.840,
2025-06-02 17:41:51.997571, 1.840,
2025-06-02 17:41:52.031022, 1.908,
2025-06-02 17:41:52.064783, 1.840,
2025-06-02 17:41:52.098708, 1.888,
2025-06-02 17:41:52.132356, 1.856,
2025-06-02 17:41:52.165882, 1.856,
2025-06-02 17:41:52.203404, 1.868,
2025-06-02 17:41:52.238248, 1.840,
2025-06-02 17:41:52.274711, 2.052,
2025-06-02 17:41:52.310619, 2.052,
2025-06-02 17:41:52.345062, 1.948,
2025-06-02 17:41:52.379355, 1.868,
2025-06-02 17:41:52.413614, 1.876,
2025-06-02 17:41:52.448647, 1.868,
2025-06-02 17:41:52.482726, 1.840,
2025-06-02 17:41:52.516856, 1.848,
2025-06-02 17:41:52.550636, 1.868,
2025-06-02 17:41:52.584281, 1.868,
2025-06-02 17:41:52.618098, 1.868,
2025-06-02 17:41:52.653257, 1.932,
2025-06-02 17:41:52.696544, 1.952,
2025-06-02 17:41:52.737621, 2.260,
2025-06-02 17:41:52.772990, 1.888,
2025-06-02 17:41:52.807021, 1.856,
2025-06-02 17:41:52.841638, 1.856,
2025-06-02 17:41:52.875409, 1.816,
2025-06-02 17:41:52.909814, 1.828,
2025-06-02 17:41:52.943983, 1.840,
2025-06-02 17:41:52.977800, 1.856,
2025-06-02 17:41:53.011875, 1.856,
2025-06-02 17:41:53.047173, 1.856,
2025-06-02 17:41:53.081418, 1.848,
2025-06-02 17:41:53.115671, 1.856,
2025-06-02 17:41:53.150635, 1.960,
2025-06-02 17:41:53.185121, 1.836,
2025-06-02 17:41:53.223798, 1.960,
2025-06-02 17:41:53.258014, 1.860,
2025-06-02 17:41:53.292273, 1.828,
2025-06-02 17:41:53.326526, 1.848,
